transaction_id,customer_id,date,amount,method,status,note
KEXEBL743Z0Q,C94919,03-Sep-2024,348.45,unknown,pending,śpec!al
S2QUR0I53ZPU,C102059,2020/11/17,177.95,Card,Success,
R6TNGBPNJCZU,C101386,2021/01/28,249.23,cash,Success,
0X9J1WSF8AZ9,C101631,20190104,902.74,BACS,pending,ref: ABC123
WBQB3724X6JW,C100862,2024/07/26,240.12,ideal,chargeback,śpec!al
F3L8A3A8XYDJ,C100466,2018/06/30,276.89,unknown,Success,partial
GV7NFFLVIZ6U,C100446,31-Jan-2023,745.85,ideal,Success,
GICCBWWUB5MQ,C100836,03/10/2019,282.6,Card,chargeback,auto-retry
6LJ9DWE0V05W,C102044,2020/04/09,405.4,credit,Success,śpec!al
JVJRGV811JCN,C101408,26-Jul-2021,529.75,card,pending,
SUC0W95E4BW2,C100140,2025-11-23,687.15,ideal,success,śpec!al
3E3VRPUJHWYI,C100388,17-Mar-2021,1037.43,bank_transfer,pending,auto-retry
2UYR6CXT49NM,C100988,20180101,104.48,bank_transfer,chargeback,chargeback - disputed
KTFXBWJSEX4V,C101848,10-Feb-2023,107.57,card,refunded,śpec!al
GKDV7I5CQQR2,C102102,2016/05/04,383.2,ideal,chargeback,chargeback - disputed
JJHD64ZGG5WC,C101949,10-Dec-2022,76.53,cash,success,chargeback - disputed
KMKCARVJN0RT,C100488,30/05/2025,91.04,unknown,Success,ref: ABC123
DDYRD5RFRFUS,C101656,11-Jun-2016,84.71,unknown,chargeback,ref: ABC123
WLH47PNACAZG,C101223,18-Apr-2017,38.42,unknown,chargeback,partial
PQCY3QNWXHBD,C101902,31-Jul-2016,64.45,credit,refunded,auto-retry
QVKJWDRTH7TE,C101336,04-27-2017,138.48,ideal,failed,
CA5RWZRVXI8E,C100714,12-07-2017,143.03,ideal,pending,auto-retry
0FFAF85QVX4G,C101549,08-May-2018,316.08,BACS,failed,ref: ABC123
BCDSC5J5W3NW,C100755,20250607,374.26,cash,failed,partial
68MV0MQIB5LH,C100939,09-15-2017,791.05,unknown,pending,
8FVZR5OCX7EN,C100057,20250723,241.23,unknown,success,auto-retry
X8MQL35I94Q8,C101370,2023/12/16,92.11,cash,failed,śpec!al
8EZQ48IU46WU,C100202,2020-12-19,99.91,credit,failed,partial
Q5OJUZYVOZR3,C102198,20210710,495.44,Card,pending,śpec!al
5TE5FIN6157F,C100681,19-Feb-2022,"EUR 99,65",bank_transfer,Success,chargeback - disputed
4UE8LLE1LQRB,C100859,2023/04/26,245.73,credit,failed,auto-retry
XR5RXCGOO56E,C101424,2021-08-11,315.7,unknown,pending,chargeback - disputed
BZE2IU36CBPS,C100305,25-Apr-2021,1071.34,unknown,success,
60HUQWY1UQHZ,C101708,17/05/2019,336.61,unknown,chargeback,
JRDFSZMP7XK8,C101794,12-21-2022,208.71,Card,success,partial
4ZTZBQ15PZ8N,C101546,2023-07-07,21.42,cash,Success,ref: ABC123
F52L9CKIH38Z,C100592,20160203,171.41,bank_transfer,refunded,śpec!al
5FEYMU1EHMTD,C101067,03-11-2021,211.89,BACS,failed,chargeback - disputed
XYB38FIMUOXQ,C100198,2018-02-07,381.8,card,failed,auto-retry
101VVOMITWCC,C101864,2020/01/09,463.57,bank_transfer,pending,auto-retry
EO1W1OZC243W,C101154,2020-04-29,180.51,cash,pending,chargeback - disputed
HIX9WKSGVTG2,C101948,12/12/2024,37.32,card,success,śpec!al
CIVPEE1NGDAO,C100222,04/07/2021,413.08,bank_transfer,failed,auto-retry
8KBRX0HTQ279,C101970,22-Mar-2020,343.8,cash,failed,ref: ABC123
BZB02516J8BL,C100950,2021-07-03,385.52,cash,Success,partial
J6BBW3P459KG,C100918,20230313,259.28,card,pending,ref: ABC123
7D2HKEU157U0,C100956,03/03/2023,761.38,BACS,refunded,
57F1HKSEKN3X,C102001,15.02.2018,169.8,BACS,failed,
TVS8KQX07HJL,C101077,2016-01-04,516.39,unknown,failed,ref: ABC123
XKPKELOYXVJG,C100073,01/12/2023,334.45,BACS,Success,chargeback - disputed
V6OIK1DHF2KA,C101995,09-02-2018,126.12,Card,failed,
35XJPSDMWGRQ,C101972,15.07.2019,756.44,cash,pending,
2Z9F5V5J9VTO,C100981,17-Jul-2023,377.52,bank_transfer,chargeback,ref: ABC123
U8O3N6QYBCQI,C100705,2021/10/31,267.51,unknown,Success,auto-retry
YC2U94CFKDSK,C102079,20.07.2020,383.62,cash,refunded,partial
2QV3XEGVL0O9,C101492,17-Feb-2018,59.52,unknown,failed,ref: ABC123
QJDNE1FS1LDF,C101789,13.08.2019,43.41,cash,refunded,śpec!al
N7H51877PWV0,C100166,30-Aug-2023,445.74,cash,refunded,auto-retry
05X8MOQ71H4H,C100590,27/02/2019,442.81,unknown,Success,
3SZ1BD9GOTKE,C100214,2020-09-26,410.7,ideal,pending,auto-retry
78V6ZIFHFWZ3,C101702,2017/01/09,"EUR 675,24",BACS,refunded,partial
XYQIWNQ3JKJN,C101696,2024-06-28,329.44,cash,Success,śpec!al
J4HUB8GXBIBQ,C101661,2017/09/06,452.84,card,refunded,
154PHKFPBPFK,C100424,09-Apr-2016,111.32,Card,Success,ref: ABC123
UBVS2B9OZPFH,C100858,11-Mar-2025,132.36,credit,pending,partial
JYED6USAYPX4,C100098,20-May-2017,31.36,Card,chargeback,
8VCEVFNY6L2U,C100002,02-Feb-2021,334.84,unknown,success,auto-retry
ZOQPFF5HUG6D,C101374,01-20-2019,522.26,ideal,failed,chargeback - disputed
GZORRXH3FSJ4,C101315,16/09/2023,256.97,cash,refunded,partial
M2EECV7TJ70U,C102177,20231109,537.28,bank_transfer,pending,auto-retry
TTKB34E7FGC2,C100998,04-24-2024,121.57,Card,refunded,partial
04FGK4R7BDJZ,C100124,25.01.2024,198.02,cash,refunded,auto-retry
0XU46C2NYGP2,C101513,08-Nov-2019,403.61,credit,Success,
U2TZ4G48WOV4,C100134,03-30-2024,350.74,card,Success,partial
YQOS8XRC3R8C,C100572,20201219,522.1,bank_transfer,failed,auto-retry
JZ32MIOIW141,C101515,20-Aug-2025,842.91,cash,success,
KOE7OLKTL8TA,C100492,2023-10-29,807.29,unknown,pending,śpec!al
BJR5LYIFGI0D,C100768,09-07-2023,336.71,Card,refunded,auto-retry
2ZGQ1ZKTN090,C100385,20250507,161.06,ideal,failed,
M6YRGX32BKZ0,C101338,07-Feb-2019,124.19,bank_transfer,refunded,śpec!al
YL2UYEH6PZBD,C100328,20220617,48.69,BACS,Success,
8UUAWULH48KS,C101585,14.04.2016,137.8,ideal,refunded,
00PKF96LUIFR,C100573,20190928,548.0,card,failed,chargeback - disputed
XMWPAUZUTPPA,C100158,2023/07/06,330.84,credit,chargeback,chargeback - disputed
TCNZFUVWWEI6,C100577,07/02/2025,601.12,cash,refunded,śpec!al
5N6WITABLJ28,C100993,2022-03-16,469.19,ideal,refunded,auto-retry
FC39TDC1RS2U,C100181,2021-03-04,173.23,unknown,success,śpec!al
JRZ7QLG93L9V,C100830,20200824,242.9,cash,success,auto-retry
I8IY5Q2OBRVW,C101071,24/10/2019,656.11,credit,chargeback,chargeback - disputed
WDMQAROGY0WZ,C101242,31/10/2021,494.52,ideal,failed,chargeback - disputed
L8EFN23MBX5I,C100001,10.09.2018,179.94,BACS,pending,auto-retry
TH193XMWWKWG,C102177,31.05.2021,433.51,bank_transfer,pending,
A5E3AL7IMU13,C102031,2022-05-31,396.57,ideal,success,partial
9ZR6I135F7DL,C100218,04/07/2023,311.33,unknown,failed,ref: ABC123
5P60V3NQTR31,C101185,13-Jan-2021,598.17,ideal,Success,
2Z56AQEB7RJ0,C101214,2020-12-05,958.48,cash,pending,
RHRCLP15MM96,C101071,14-Nov-2016,436.71,bank_transfer,chargeback,chargeback - disputed
RG5T2M6257N1,C101173,2017/07/28,1039.16,bank_transfer,Success,
SAVGQHZ6ZX8O,C101882,04-Sep-2016,336.39,Card,failed,chargeback - disputed
MHWH5B31UWOG,C101262,2019-07-17,80.06,bank_transfer,pending,chargeback - disputed
JN1DWU19DHA4,C101930,07-Nov-2022,184.05,unknown,success,ref: ABC123
MUVJVQQ8OBPW,C100311,10-Sep-2018,198.39,BACS,failed,chargeback - disputed
VFCK9SAYQV1K,C101777,26/01/2016,188.83,BACS,chargeback,chargeback - disputed
BWX94HIAQ0FS,C100546,16-Nov-2022,115.21,Card,Success,śpec!al
X92BQGJ50P3K,C101356,2019-05-20,476.47,cash,failed,śpec!al
A4DQIO465MGF,C100537,20.11.2019,278.8,credit,success,
UURCRJ0U9QCK,C100088,2022/11/02,467.65,bank_transfer,refunded,auto-retry
HEUSR4JTD8AG,C100400,06-13-2017,"EUR 390,64",ideal,failed,chargeback - disputed
UHE8IPFX5A7G,C101096,09.08.2020,216.24,BACS,failed,chargeback - disputed
4SNDOTZ4MAX9,C101582,23/08/2016,"EUR 627,43",bank_transfer,Success,ref: ABC123
1XE9S8XFRKBK,C100648,2018-04-07,"EUR 406,41",BACS,failed,partial
DG3NALSLLD7A,C100511,12/12/2019,356.52,BACS,failed,chargeback - disputed
YFZBVU74WHMR,C100292,03-25-2021,356.95,ideal,Success,partial
W79TKPHO42FW,C101575,20250812,791.52,credit,pending,ref: ABC123
Q96XRW3PFOXS,C100461,2020-05-05,352.37,cash,Success,
ZMI7US2E1DCC,C101499,06-26-2017,890.57,BACS,chargeback,partial
4RMI8ROCDVQY,C101570,10.06.2020,253.17,bank_transfer,chargeback,partial
R5DJ9K0NBTED,C102182,2022/01/09,"EUR 209,96",card,Success,śpec!al
VRFCRT89P9ZT,C100766,05-15-2025,60.97,ideal,chargeback,
0GEILWVH2WWD,C100636,11/11/2024,307.44,unknown,refunded,chargeback - disputed
RV1N9JKA38T2,C102147,2024/02/25,"EUR 488,87",unknown,pending,partial
MKZVTSGIQWI8,C101274,20191022,646.05,ideal,Success,śpec!al
O7SO3HKJ3EA9,C101032,08-May-2020,260.63,unknown,refunded,śpec!al
E9DCIECUM6F9,C101229,2020-04-27,468.74,credit,success,auto-retry
TL7H5RL3UFXH,C100660,2023-06-30,453.11,card,Success,
XXDVE35FOMY2,C101154,2017-11-09,179.63,cash,pending,chargeback - disputed
RXVCDBF82RKU,C102177,12/08/2020,354.98,bank_transfer,chargeback,
42L9QN796LG7,C100937,08-23-2021,209.47,Card,pending,partial
DJ2TGCUGPNFZ,C100646,19.08.2024,347.07,BACS,failed,auto-retry
UHX6288Q12Q1,C101024,2023-08-05,242.88,card,pending,chargeback - disputed
VRN6829G7G9M,C101917,18-May-2016,83.18,BACS,chargeback,
KIDKLEHT9TYP,C100133,19-Nov-2018,123.52,unknown,pending,
MZPAUVSHQXFS,C102133,07-10-2025,426.36,bank_transfer,Success,śpec!al
NPFFI1TOISOQ,C100679,20200901,99.38,cash,refunded,partial
IRMQJ332FJWC,C102068,20190816,391.25,Card,refunded,
FJWNHTMVLR9A,C100133,20250612,224.56,cash,refunded,śpec!al
O3875FWERFGF,C101294,29/05/2021,255.62,BACS,failed,chargeback - disputed
IKZAP8BM83EV,C100556,2017/11/03,599.13,Card,failed,śpec!al
EIH5SQX4TFVI,C101934,16-Sep-2017,"EUR 373,39",unknown,failed,śpec!al
3GT1UY7R43Q9,C101577,22.09.2024,332.13,cash,failed,auto-retry
H125ISC8U073,C101280,26.07.2024,438.66,unknown,failed,partial
9KCLR7Z719GO,C101129,2024-12-26,462.32,credit,refunded,chargeback - disputed
BZ4W5UYSUSU1,C101130,2021/03/27,"EUR 486,57",bank_transfer,success,auto-retry
OT9061P7I6VF,C101846,22/09/2017,479.31,credit,pending,ref: ABC123
V6FTOXPP0DD9,C100997,07-26-2022,12.7,card,success,auto-retry
B9UCG1VDQYPP,C101277,20220504,113.65,card,pending,
R8XF2LCGFGLZ,C101506,22.12.2021,470.96,unknown,refunded,ref: ABC123
SXP3ZKZQEH5P,C100900,20210916,81.46,card,pending,ref: ABC123
IF0X4EE6GL6U,C100841,07.07.2023,352.82,credit,pending,ref: ABC123
A07QZKGUJK7I,C101653,14.08.2022,166.53,unknown,success,ref: ABC123
6T7XNBKLOKRL,C101608,08-19-2018,386.79,unknown,Success,śpec!al
A6IHW342S7EE,C100753,18.06.2016,410.87,cash,pending,auto-retry
THLNVNHE0BG2,C101379,20210525,508.68,BACS,chargeback,ref: ABC123
0MPOXO2652TA,C100487,2025/07/04,350.33,Card,refunded,partial
DFQO17NGV7ZD,C102145,12-10-2023,708.71,cash,refunded,auto-retry
V9FDQSJRDQ7Z,C100855,10-Jan-2023,285.35,credit,chargeback,śpec!al
X1GCBHXTEYCS,C100095,2019/01/05,364.5,Card,Success,partial
5EQUX56ASKH4,C100356,2025-03-29,202.84,ideal,refunded,
7326IZLVIHKL,C94011,20230519,221.28,unknown,success,auto-retry
DWPJFVLT7OUU,C101356,2018/11/27,217.18,ideal,refunded,ref: ABC123
IIXGYINU7H44,C101563,2017/08/14,303.81,ideal,failed,partial
ECQ9T63YYA40,C101944,23/11/2024,132.99,unknown,pending,chargeback - disputed
J0IW4UU2WGYZ,C101705,23-Sep-2025,531.48,cash,refunded,auto-retry
N0N8PCW6WRR5,C100841,02-26-2022,497.06,bank_transfer,chargeback,auto-retry
YEUZACTYU6NS,C102172,26/05/2022,304.54,cash,success,chargeback - disputed
UX9KMPW4H6TS,C101146,16.06.2021,256.35,bank_transfer,pending,partial
EQEBNHR48HPO,C100241,16/02/2023,68.04,credit,chargeback,partial
VENDYV3PM7X7,C100333,13/01/2018,269.64,card,pending,partial
YUXNYZGEVNBU,C101991,22/02/2016,182.86,unknown,Success,śpec!al
9VDN1VA8S367,C101712,17-Mar-2023,65.4,ideal,failed,
JMYC404B8N21,C100029,2024/03/11,417.15,Card,chargeback,śpec!al
DEP6U3GJLCBL,C100779,24.04.2023,600.89,ideal,refunded,śpec!al
UW41VGCT46Z6,C101611,2023/03/03,546.61,cash,chargeback,śpec!al
E9CN8VHCL8FV,C101237,09-Jan-2018,126.93,bank_transfer,failed,auto-retry
YITBC7YPXNMX,C101305,20200421,263.75,credit,success,partial
9LN0Y4Y3IFXD,C101616,10-Apr-2021,292.68,BACS,chargeback,partial
GPSXKSR2C810,C102021,03-14-2025,643.75,unknown,Success,śpec!al
54IDGH3NAVYJ,C100453,08-Nov-2017,137.24,unknown,success,
RLXZN8MYREUI,C101612,2019-09-24,243.83,card,refunded,partial
GZ6KKL8PK0Y5,C101901,20210619,438.06,BACS,refunded,chargeback - disputed
ZFQQZHQUDW0A,C100020,04-07-2020,"EUR 188,77",bank_transfer,pending,śpec!al
2A8GJGHT26FS,C100079,18-Mar-2017,257.7,credit,failed,śpec!al
462HWB5UWU8A,C102168,2024-06-19,330.16,card,success,partial
HW1E349GUMVC,C102169,20191021,788.66,credit,failed,chargeback - disputed
7A2I3FUYSY7Z,C100000,20170324,508.39,Card,failed,chargeback - disputed
T5LEXPXR4WEY,C101740,08-02-2020,153.31,credit,success,auto-retry
LZMO4HOET5OY,C100997,27/12/2025,384.8,bank_transfer,failed,chargeback - disputed
QGHII3NSOIM9,C101165,20.03.2020,423.33,card,failed,ref: ABC123
VHIBRW30NRL4,C100997,04-May-2025,384.47,credit,Success,chargeback - disputed
1SIU5CJY1MCS,C101552,20170125,"EUR 455,58",bank_transfer,Success,ref: ABC123
VERCXAQPH38B,C100045,20/03/2024,67.6,Card,chargeback,partial
3FHYCL2UGASV,C101548,04-Sep-2019,357.12,Card,chargeback,auto-retry
4L2CU383YYDR,C101268,24.06.2024,207.02,card,Success,śpec!al
X3O74OA1PPQQ,C101729,2021-09-19,498.03,ideal,refunded,partial
3FBC0BN2PRI9,C100242,07-13-2020,128.96,bank_transfer,success,śpec!al
DCVO8KCM7V3P,C100306,20160426,412.4,cash,chargeback,auto-retry
DSF0SI9EM3L8,C100543,10-21-2023,321.13,card,Success,auto-retry
P3VJKOQ8I0HZ,C101058,10.02.2025,50.56,ideal,Success,
0UQPT96RDKRA,C101148,20210826,358.97,credit,pending,
OTZ7BRZ4GCNS,C101557,20171031,354.66,BACS,success,chargeback - disputed
JJ8JX3XH0ZAM,C101472,02.05.2016,766.07,ideal,pending,
V29XLD76BW2I,C101164,2025-03-19,212.6,ideal,pending,auto-retry
RTAONMQ7OJEM,C101022,22/03/2018,195.01,cash,failed,ref: ABC123
HCM5EJM6673D,C101552,2019/05/01,721.05,Card,chargeback,chargeback - disputed
DJ5DWPMVP1ZK,C100476,02-03-2021,684.54,bank_transfer,Success,chargeback - disputed
7VCNE0XV3X34,C100479,05-25-2021,74.18,card,refunded,auto-retry
YK2Y02DVHZAN,C101417,2024/01/19,352.38,credit,success,śpec!al
2XQUFHUPX1CU,C100605,09-Jul-2021,239.3,unknown,refunded,auto-retry
QET6WHLIMEG9,C101431,18.09.2024,22.42,cash,pending,śpec!al
W4C16MPVMOK9,C100220,08-03-2023,619.19,bank_transfer,refunded,auto-retry
NJFQGVIYJTCW,C101618,2024-10-02,374.86,card,chargeback,
IF1N0XKNY2YV,C100119,2018-08-15,411.68,card,chargeback,ref: ABC123
HWVFMU4I5VTF,C101953,06-07-2018,53.51,Card,failed,chargeback - disputed
HX1CFJTQSDHR,C102148,2025-07-13,1051.84,credit,success,auto-retry
ZZNUL0217LUZ,C100605,26/06/2019,170.89,bank_transfer,pending,ref: ABC123
JEIK4I2VOOJH,C100973,21-Mar-2022,491.36,Card,success,chargeback - disputed
JNCILIZ14JVE,C101050,04.10.2022,124.31,credit,success,partial
T90XR457XIWH,C101765,25/10/2020,48.74,card,chargeback,partial
6NXIVUNWWF8Y,C101144,04.11.2023,168.59,Card,Success,śpec!al
GCUOYETFNRX4,C101516,2020/03/22,264.92,ideal,failed,chargeback - disputed
QROBGEAMNYCX,C101237,09-Nov-2022,138.67,card,chargeback,śpec!al
PXW2WGAV8D0J,C100871,18-Apr-2020,481.14,Card,failed,śpec!al
P677WNOUT832,C101936,2020-07-14,87.84,cash,refunded,auto-retry
4X7CNCY9LHKT,C100373,04.11.2017,1121.83,cash,chargeback,chargeback - disputed
K4MNUHYFNRRP,C101035,22/02/2016,136.04,cash,failed,auto-retry
675SQBX4R4O1,C101833,20190409,"EUR 403,95",BACS,Success,partial
T80YT63WUKPW,C101643,03-31-2024,328.12,ideal,chargeback,partial
E5MUBYSQGOQV,C101156,01-01-2025,200.92,unknown,refunded,
OODXN51KBB7U,C100541,13.04.2023,452.31,ideal,chargeback,auto-retry
TI0BJZ52DQ4F,C100370,11-19-2019,"EUR 557,92",credit,success,śpec!al
VC23C5VO9WRU,C101610,31/01/2017,452.94,cash,refunded,
T48BPQYENMX2,C101622,30-Oct-2020,473.46,credit,refunded,partial
P1F4WFZU5EBQ,C101146,23/03/2017,123.34,bank_transfer,pending,auto-retry
HVEKRIOCXHAH,C100111,2021-11-25,662.27,Card,chargeback,
LGG4AWCL22U1,C100229,03-05-2022,436.24,bank_transfer,success,chargeback - disputed
ESBHN62ZWLEE,C101286,16-Nov-2022,435.54,unknown,success,chargeback - disputed
VW9R7HZ17SX9,C100776,18.11.2021,1038.07,credit,pending,partial
4VRA3WBM6VTX,C100593,07-Apr-2016,44.97,Card,refunded,
RZYT07AXLN2O,C101602,01.10.2023,146.99,credit,refunded,chargeback - disputed
VZFFHV2RJNJ2,C100603,2018/08/21,189.51,card,Success,auto-retry
4F0KOFC405G1,C101234,26/07/2023,8.2,cash,pending,partial
X9UNUQBEVB7C,C100884,20250830,549.43,BACS,refunded,auto-retry
C3ETNW5TW0P6,C101042,29-Jan-2018,353.21,cash,Success,ref: ABC123
BNTX124O6A5I,C102148,20181002,749.26,bank_transfer,failed,
OSNVV81G20G7,C101531,08-Feb-2024,592.56,Card,failed,
XODU50TB9HBH,C101422,28.10.2017,"EUR 553,99",ideal,success,ref: ABC123
IL7FO4P6NNE1,C101420,08/02/2017,455.83,unknown,Success,śpec!al
J5XYUI39LMRU,C101338,20251022,220.19,ideal,success,
FNVZKD6QOVSR,C102188,25-Aug-2025,191.34,Card,failed,
4GL6XO9XO4D2,C101047,2025-10-06,17.68,cash,success,chargeback - disputed
WNO3AIHLVPBA,C100595,2019/05/12,543.08,BACS,Success,śpec!al
QDWLZWI6CTK5,C100105,12-28-2025,167.3,credit,Success,partial
9A7NDJ0PNG5O,C101892,2020/06/24,404.19,cash,success,
BE0RCA9HJEV7,C100747,22-Mar-2024,526.15,unknown,refunded,auto-retry
DTEZPIX4DMY4,C100366,2024/10/09,210.83,ideal,failed,auto-retry
90VPE8QUJ9E3,C101300,20190423,57.76,cash,pending,
AP2IDWTRSFRX,C101724,02-18-2025,"EUR 437,08",ideal,success,auto-retry
24S1UJ3OP6QZ,C101682,20161223,488.41,Card,chargeback,chargeback - disputed
T70UI3TNJ2XZ,C102194,2020-04-15,530.66,cash,refunded,śpec!al
75KDL7V6UC1V,C100267,2024/03/23,1079.81,cash,refunded,chargeback - disputed
GI7HVC4RX68X,C100996,05-22-2018,49.68,card,refunded,chargeback - disputed
L8QZNM9TM5TP,C100295,2021-04-04,12.03,credit,chargeback,śpec!al
MYJ99E1TEQNO,C100140,2021-08-07,17.24,Card,failed,
AESKSTFQCXZ1,C101430,2019/10/30,1122.29,cash,failed,chargeback - disputed
N84I458IAWHY,C100971,05-22-2023,316.91,ideal,chargeback,partial
VDM1D4T1YZ5W,C100703,20170907,329.43,bank_transfer,failed,
14SZRYCGZ94K,C100892,2017/09/09,466.56,unknown,Success,chargeback - disputed
CJ3SGKXZP1N3,C101920,31.07.2020,514.87,ideal,success,partial
1S8GFFOD1VF2,C101489,07.02.2019,66.17,credit,success,auto-retry
5ERO0QWXMVSD,C101811,24.08.2020,170.73,card,failed,śpec!al
QVL52TAWKA3T,C101674,13-Jun-2025,375.22,bank_transfer,success,śpec!al
ZARHF38P2F6E,C101691,2017/06/03,"EUR 523,19",ideal,Success,ref: ABC123
4GZSDR3FCO68,C100060,24.11.2022,485.49,ideal,failed,
9JG10G71DM7J,C101473,08.04.2022,39.52,bank_transfer,refunded,chargeback - disputed
RGY9MFMYOR6E,C100829,2022-09-17,972.56,ideal,success,partial
PCC93D1EOELN,C100197,20240924,529.57,Card,chargeback,śpec!al
A49U6E06GVQ1,C101975,2025-05-27,508.18,unknown,pending,ref: ABC123
0DW18YYQ55RA,C102140,2025/09/09,70.71,credit,refunded,chargeback - disputed
N84PD2HI9JWI,C101946,10/03/2018,414.27,Card,Success,auto-retry
AVXKE9CSQBYV,C102026,10.10.2021,237.42,card,failed,ref: ABC123
IM1RRPGPHETK,C101755,2025/08/08,456.13,BACS,success,chargeback - disputed
AWXZIUH25ZNZ,C100803,27-Jan-2021,665.95,BACS,chargeback,auto-retry
R0R29I12SHXQ,C100057,2019-04-26,170.8,bank_transfer,pending,chargeback - disputed
5NMXBGRG1IV6,C91271,2016-08-09,257.06,Card,Success,śpec!al
ACPU7XE3OC2Z,C100416,20200201,385.12,credit,Success,ref: ABC123
0BPSUM8TLAGA,C101667,20171213,48.19,unknown,chargeback,śpec!al
4Q13N2GU4RB9,C101009,2018-04-13,479.12,credit,refunded,partial
OCKGPSTOUCSD,C101669,06-22-2025,684.17,cash,failed,
1M3NVOEDVURK,C100428,05-Jul-2021,360.02,cash,success,
KFSVFI86USSL,C101090,2018/09/20,311.72,credit,failed,auto-retry
Y4S5UA3YISX3,C100771,27-Aug-2017,157.33,card,failed,partial
XAMV2FXBU041,C100398,27/03/2021,65.39,unknown,pending,ref: ABC123
5MVWCGS5YWDM,C101676,05-Oct-2022,957.92,credit,failed,chargeback - disputed
BM0RZWZDPUE8,C100513,20251007,368.01,credit,chargeback,
SM0XUCG1WEI5,C101715,2016-01-18,444.59,card,Success,chargeback - disputed
EPHCNNXQQDK4,C101749,03-14-2017,58.86,cash,Success,chargeback - disputed
1KL3CXP1HPFK,C101368,10.12.2025,169.16,Card,chargeback,chargeback - disputed
WB58GBIF7HBE,C100211,20250816,898.77,cash,chargeback,partial
GGESLVWGKQP3,C101563,06-13-2025,434.02,BACS,failed,auto-retry
7FNS1D2D33HG,C101808,2021-05-13,55.18,unknown,failed,ref: ABC123
LI7S21D96X9T,C101718,24.07.2016,497.75,unknown,failed,
YVERCT2ZD08I,C100530,2023/04/30,255.8,bank_transfer,refunded,chargeback - disputed
43F78HZKUQMS,C100379,22/07/2016,477.92,cash,pending,ref: ABC123
WIKV49VZP6IU,C100652,17/02/2022,332.83,card,pending,auto-retry
SJRB9QVXQ6HW,C101193,06-08-2024,549.01,bank_transfer,success,śpec!al
UUOXT5G6IHN4,C101143,09-28-2020,478.72,bank_transfer,refunded,
3LE9H5WYLV6R,C101438,2016-09-10,162.94,unknown,refunded,ref: ABC123
9S6WJIV1MIEC,C101102,2021-12-03,221.68,ideal,success,partial
WM2VFLH6B7C9,C101126,20161022,276.55,bank_transfer,failed,ref: ABC123
UF753K3OOT2R,C100149,2021-04-08,180.42,cash,refunded,chargeback - disputed
V41JIGGMLHFS,C101676,20241019,136.04,Card,failed,partial
691D6W3Q111R,C90815,2017/04/02,141.95,BACS,success,auto-retry
4FHN3C83EUL0,C100163,02/02/2020,118.89,unknown,pending,śpec!al
QM9NFHPL5Y7E,C101005,2025-04-11,69.79,cash,success,
S2H0N2I7K0O0,C101159,11-Jan-2018,539.19,credit,pending,chargeback - disputed
L0OTBR13DKBZ,C100832,22.03.2017,645.61,credit,success,chargeback - disputed
NSWKU9WER2MC,C102139,01/10/2016,471.79,BACS,Success,auto-retry
MNJM5S9U9L50,C101297,20230910,375.38,credit,refunded,
H0GPLB21K5Q7,C100037,2016/08/05,616.37,Card,chargeback,auto-retry
SROLSUHP19XJ,C101365,04-Jun-2020,818.12,bank_transfer,refunded,chargeback - disputed
SBFMG7W0ZE44,C100209,2021-03-16,56.09,card,chargeback,chargeback - disputed
C932XHCJAR9J,C101771,02/08/2020,706.77,ideal,pending,auto-retry
VV546VV466RJ,C101495,20160724,269.99,bank_transfer,Success,auto-retry
DQAPOEESKR3W,C100075,2021-01-23,368.38,BACS,pending,auto-retry
P8AYZ3CARJCX,C100361,26-Apr-2016,215.88,unknown,success,auto-retry
C7C9K4N0DM1H,C100466,24.06.2016,866.35,bank_transfer,refunded,ref: ABC123
M8Y0XA7GPW1Z,C100948,07-Aug-2016,441.31,bank_transfer,refunded,partial
0UG1U156W5BA,C100710,14-Feb-2024,51.55,unknown,chargeback,ref: ABC123
3E42RE1KD1HZ,C100336,2016/04/10,273.96,cash,chargeback,chargeback - disputed
BVX2M6BS3YTC,C101991,20/12/2021,285.56,bank_transfer,Success,
36R2WXUJEISH,C101001,2018/10/27,"EUR 368,25",card,success,auto-retry
27TSOIY7ROUG,C100697,10-15-2021,412.01,bank_transfer,refunded,partial
6JV3PKYISZLT,C100813,20160612,96.79,Card,pending,partial
JWM136GDXDHX,C101956,02-23-2016,131.89,cash,success,śpec!al
6FR6LWAOY6U8,C100731,12.05.2022,545.32,credit,failed,partial
LJPRNLDWWMEV,C101523,20230101,191.63,ideal,success,
JK1DF51RSNZ1,C100999,2020-02-23,315.83,Card,pending,ref: ABC123
GID2F1V5Z2JK,C101074,12-Sep-2023,750.86,Card,refunded,śpec!al
3C99JXP4JU0B,C101307,12-28-2024,104.03,unknown,failed,
P50P76EWR2ME,C100115,2016/06/30,362.39,ideal,pending,śpec!al
W79F7S82QDI3,C101523,02-Apr-2021,1161.47,cash,chargeback,auto-retry
5OHVQR9ZIB03,C101199,09-12-2024,621.38,Card,Success,ref: ABC123
FQASP41B3NBR,C102059,15.07.2021,92.66,Card,Success,chargeback - disputed
EKM43C5OCJZQ,C102079,02.11.2020,498.69,cash,chargeback,chargeback - disputed
QUDBYDHNJ0VN,C101495,20250729,115.57,card,chargeback,śpec!al
KJJFQMIP46T3,C102079,2019/12/03,363.39,BACS,success,partial
XGKHXHVJX1QP,C100712,04-May-2021,979.51,bank_transfer,refunded,chargeback - disputed
