visit_id,customer_id,unit_id,visited_at,purpose
V9825971,C101630,U1456,09-Aug-2018 07:04AM,inquiry
V5191614,C101182,U1398,20201215T075600,delivery
V4574790,C101245,U1002,2019-02-24 16:35:00,delivery
V0484442,C100037,U1099,25-Mar-2023 12:29PM,move-out
V0050571,C102178,Unit 436,20250731T063900,pickup
V8702151,C102067,u1384,2024-01-02 10:32:00,pickup
V8332731,C101072,U1282,2020/12/16 18:51,delivery
V0799794,C100845,#251,20190512T191700,access
V6293023,C101600,#379,04-Aug-2021 05:58AM,inspection
V7113665,C100580,U1236,12/02/2025 05:09,move-out
V0579176,C100058,u1446,07-Mar-2025 01:33AM,access
V9384653,C100078,158A,2022-11-04 20:10:00,move-out
V3552989,C100982,u1367,2025/04/14 14:49,delivery
V0989688,C100240,U1040,2018/06/06 20:32,pickup
V8926478,C100233,#254,01-Jan-2020 11:29PM,inquiry
V4756879,C100426,#443,2018-07-06 22:14:00,delivery
V7570367,C102162,176A,22/02/2025 15:13,move-out
V5836083,C102161,#422,14-Feb-2021 12:51AM,delivery
V6544835,C102016,U1075,2023/09/16 11:17,inquiry
V4616577,C101867,U1264,10/11/2022 19:49,move-out
V2222069,C101219,82A,20180323T070400,pickup
V2578080,C100108,386A,2021-12-21 22:04:00,access
V3706817,C101719,486A,06-Apr-2020 10:56PM,delivery
V1274218,C100826,229A,16-Apr-2019 03:49AM,move-out
V7712213,C100796,#307,2024-04-23 17:51:00,pickup
V4479062,C101836,#483,20210915T105300,pickup
V5625862,C101583,304A,20231002T021700,inspection
V3299269,C101417,u1237,2019/08/30 22:55,move-out
V4454655,C101678,U1352,18/11/2020 04:05,payment
V5799178,C100907,u1024,2023/11/06 22:00,move-out
V7740432,C102062,U1448,2026/01/12 15:39,inquiry
V9026368,C101611,Unit 222,20190406T193600,inquiry
V0355069,C100098,#216,05-Apr-2022 05:38AM,inquiry
V0245573,C100287,#483,2025/11/05 23:51,delivery
V5573493,C102136,u1231,2021-06-22 13:20:00,delivery
V2801071,C100224,85A,28/12/2022 18:18,payment
V5293925,C102188,U1327,20210616T055800,move-out
V3438979,C100233,U1474,2019-07-08 03:04:00,inspection
V1578078,C100178,U1327,19-Nov-2023 01:04AM,move-out
V9518749,C101947,u1354,24-Feb-2018 11:06PM,payment
V8658164,C101930,386A,07-Nov-2018 08:07PM,access
V2355805,C101785,u1246,20240412T230200,move-out
V8787910,C102058,#357,17-May-2022 05:59PM,inquiry
V8423856,C100248,360A,2025-10-08 06:26:00,move-out
V2199875,C100560,#388,25/05/2022 08:26,payment
V4717808,C100627,382A,2020-09-02 23:330:00,move-out
V1906470,C100346,338A,2018-10-10  00:44:00,payment
V0155812,C101430,U1150,04-Nov-2018 12:09PM,access
V0500651,C100755,Unit 123,2019/02/07 03:56,delivery
V8626006,C102166,U1455,2018-07-06 10:31:00,access
V3414168,C101257,Unit 143,24-May-2021 06:09AM,delivery
V6953762,C101618,u1168,08/09/2019 20:26,payment
V7236353,C100904,U1134,10-May-2023 05:58PM,access
V9157651,C101799,58A,20220822T041500,payment
V8734674,C101275,u1370,2023/04/18 18:52,pickup
V1624153,C100427,424A,19-Nov-2020 10:57AM,access
V4554671,C101497,#359,17-Dec-2024 06:54AM,payment
V0530683,C100359,u1370,2020/12/16 17:28,inquiry
V4131361,C101255,U1153,20250924T072700,move-out
V5379543,C101490,U1497,2019/02/07 23:48,payment
V5442268,C100864,343A,2022/04/08 14:27,access
V6016355,C101960,u1246,20191130T194500,inspection
V9827548,C100870,#7,12/02/2018 21:44,pickup
V7833217,C101627,U1117,19/05/2025 14:49,inspection
V0357299,C100906,Unit 114,26-Apr-2019 04:26PM,payment
V1396311,C101761,U1474,20240806T195200,inspection
V1511274,C100106,u1042,20231227T150400,payment
V7371707,C100950,Unit 143,24/04/2019 05:39,delivery
V6195210,C102034,u1374,2025-02-17 06:32:00,access
V0649308,C101840,U1302,20240410T133800,inquiry
V0336049,C101104,U1499,20180317T032800,pickup
V7980520,C100871,u1446,23/09/2024 07:47,delivery
V5290477,C101829,Unit 13,05-Dc-2022 07:43PM,move-out
V4593673,C101852,Unit 373,2021-08-10 05:52:00,inspection
V2501888,C101776,424A,2025/08/01 03:38,delivery
V6213505,C100102,U1063,2022/07/02 17:19,inquiry
V9549255,C101807,u1234,23-Nov-2024 12:00AM,pickup
V1617691,C102099,U1214,08-Mar-2025 01:21AM,access
V6189138,C101027,#488,2023/02/14 16:04,pickup
V6569312,C101142,U1342,2022-08-09 12:41:00,inspection
V6052474,C101706,#307,09/11/2021 15:32,move-out
V1183868,C101122,Unit 67,2020/06/25 00:34,delivery
V1035308,C101155,#221,26/02/2023 22:39,access
V1568744,C102076,80A,08/01/2021 03:45,delivery
V6133804,C101373,U1321,20240506T013100,move-out
V5040634,C101298,U1033,2024/12/25 17:01,inquiry
V0240689,C101004,Unit 316,2022-03-28 16:03:00,access
V7980533,C100220,410A,20181023T182800,delivery
V4362814,C101727,449A,2020-03-26 07:41:00,pickup
V4678459,C101209,U1116,10/08/2023 05:32,access
V4442016,C100611,39A,2019/03/07 08:22,inquiry
V5582375,C101941,#162,20200423T024100,delivery
V1052831,C101956,U1302,2019-12-09 03:35:00,delivery
V7310663,C100482,#437,31/10/2019 20:07,payment
V5016468,C101607,u1168,2019/06/21 11:51,delivery
V4437370,C101368,#7,30/04/2023 09:40,payment
V6268360,C100000,369A,2023-11-05 15:12:00,inspection
V1442530,C101948,u1276,17-Sep-2021 11:19PM,inspection
V4506843,C102042,#481,04/11/2021 01:41,inspection
V4569087,C102073,#138,2022/12/09 05:18,payment
V3748546,C101841,u1210,14/02/2019 16:43,pickup
V4368607,C102176,464A,2024/06/13 20:59,pickup
V2824435,C101077,309A,2020-11-05 09:17:00,delivery
V1741316,C101852,U1433,22/02/2023 09:23,inquiry
V3608705,C102094,Unit 230,2020/10/12 01:53,pickup
V5339659,C100357,u1354,09/12/2024 19:17,access
V8253011,C100911,172A,2019-03-26 01:39:00,payment
V4316205,C100532,U1134,10-Oct-2022 08:10AM,delivery
V3964314,C100654,#7,2018/08/03 00:47,delivery
V4743261,C100763,427A,2022-08-22 10:11:00,delivery
V1511921,C100697,#287,20250403T163200,inquiry
V0845260,C101409,#226,10-Mar-2019 11:30AM,delivery
V4739257,C100767,U1292,08-Aug-2022 01:31PM,delivery
V5873773,C100658,295A,18-Mar-2022 03:41PM,move-out
V2238909,C100623,#216,08-Feb-2025 07:02AM,move-out
V2335245,C101542,82A,18-May-2025 06:51PM,move-out
V6406788,C100331,Unit 242,26-Jan-2024 05:18AM,access
V7413434,C101517,290A,08-Aug-2022 03:00AM,move-out
V3807587,C100977,u1232,2023/01/29 22:54,access
V3017585,C100168,Unit 132,20210920T020900,pickup
V9041985,C102155,244A,2018-06-18 09:11:00,delivery
V4849759,C101735,263A,2019/06/15 09:43,payment
V0599266,C100974,#489 - ,2018-04-07 06:26:00,access
V3374552,C101529,U1463,2022-07-31 13:41:00,access
V1563816,C100503,45A,2022-02-27 05:03:00,payment
V8569953,C100890,u1231,2019/02/22 15:36,payment
V6900320,C101105,U1433,2023/09/14 09:38,inspection
V4708784,C101785,#170 (old),2022-12-15 10:09:00,access
V1343462,C100978,U1350,2024/03/02 18:07,access
V4069495,C101694,77A,06/11/2019 18:28,inquiry
V9686122,C101186,145A,20/10/2020 03:26,payment
V3549074,C101712,u1454,2018/09/12 23:13,pickup
V1312965,C101763,#266,20251018T094200,access
V4941754,C100889,248A ,2020/06/17 14:18,delivery
V3914556,C101348,U1002,20210728T194100,inquiry
V6480544,C100670,u1160,2022/09/12 18:41,delivery
V7382667,C100137,Unit 297,20230404T185600,inspection
V5233907,C101789,u1278,2025-12-23 06:23:00,pickup
V7452815,C100263,Unit 415 - ,2018-10-08 22:28:00,payment
V0733720,C101964,U1426,20220301T230900,access
V5377282,C101393,#489 - ,04-May-2025 07:44AM,inquiry
V1428434,C100130,Unit 345,01-May-2024 04:04AM,delivery
V3239192,C101787,#48,2021-11-27 05:39:00,inquiry
V0529019,C100086,Unit 318,20210213T080700,inquiry
V0060786,C100513,u1310,2025-02-06 00:33:00,delivery
V8268994,C100175,442A,22/02/2019 04:46,inquiry
V1235734,C101796,#473,20220709T063900,pickup
V3697286,C101336,#322,20250119T020500,delivery
V9040963,C102099,u1409,19-Sep-2020 07:34PM,move-out
V5565508,C101003,#96,02/04/2025 22:38,access
V0592884,C100379,#157,2019-09-28  23:22:00,delivery
V9180402,C101925,U1327,29-Apr-2022 11:05PM,access
V3941171,C101210,Unit 401,14-Jun-2025 04:20PM,delivery
V1738373,C100215,U1470,26-May-2024 09:51PM,access
V9075701,C100428,u1185,30-Jun-2021 08:05AM,move-out
V5832472,C101588,Unit 415 - ,22-Apr-2021 09:15PM,inspection
V5163700,C101199,469A,2018/02/14 20:02,inspection
V9908470,C101698,Unit 166,2019/06/24 06:41,move-out
V9829040,C102184,u1408,30-Nov-2021 04:09PM,inquiry
V8444958,C100112,u1130,20230731T031400,payment
V7599344,C100430,Unit 230,2020/01/12 16:05,access
V6933845,C100927,U1335,20240221T205600,inquiry
V3290405,C102082,U1003,21-Feb-2022 12:31PM,access
V1198164,C101195,U1463,2024-06-23 04:52:00,access
V9627061,C102160,U1188,07/09/2020 03:10,access
V1710484,C100383,Unit 498,2023-04-20 06:02:00,access
V0596601,C101736,#161 (old),2025-02-02 00:16:00,delivery
V4348104,C101822,U1342,10/02/2019 19:48,access
V5582889,C101200,U1418,26-Apr-2021 01:03AM,pickup
V1710671,C100338,U1258,2021/05/04 12:28,payment
V9491498,C101456,16A,20190727T124000,inspection
V3339121,C101143,u1380,2024-07-24 00:11:00,move-out
V8353537,C101254,U1476 - ,2019/09/05 21:05,inspection
V0842515,C100199,291A,19-Aug-2022 04:23AM,payment
V8340856,C100666,Unit 109,30/01/2018 07:39,pickup
V5056630,C100378,#138,20190312T210300,inspection
V7730153,C101998,U1448,10-Nov-2018 01:27AM,pickup
V7186299,C100371,U1350,2023-07-07 22:06:00,inquiry
V1962225,C100369,U1458,03/10/2021 07:56,payment
V5025892,C101171,U1006,2024/10/06 23:45,delivery
V5755257,C100425,#305,12-Oct-2020 08:42AM,move-out
V0596106,C100275,U1188,2019-09-22 09:35:00,payment
V1460300,C101445,u1428,2024/02/22 00:03,inquiry
V3200554,C101835,U1336,20241026T200200,payment
V9818643,C100829,484A,20240911T104900,access
V3124354,C100210,U1433,2022-05-11 07:32:00,pickup
V7791517,C101898,#70,2019/03/18 14:55,payment
V4663020,C100632,U1115,20240725T230400,inspection
V2143590,C100086,U1456,02/06/2023 14:40,payment
V5726608,C100950,u1405,20/07/2019 20:27,access
V4947106,C101761,239A,2018/06/05 06:39,access
V5712155,C100442,Unit 220,2020-01-24 16:03:00,access
V3702374,C102061,#387,02/03/2018 16:07,delivery
V3725936,C100857,Unit 62,2022-11-23 21:10:00,access
V8804841,C100612,#357,31/12/2020 22:09,access
V9053932,C100945,#11,2019/04/10 12:18,move-out
V9433905,C100718,193A,20200730T235600,delivery
V7607325,C101899,#284,30/11/2020 14:10,inspection
V4891516,C100039,u1384,20220210T231900,pickup
V6139492,C101599,332A,2018/02/15 18:11,pickup
V5372153,C100889,#287,2023/11/29 13:54,payment
V4571010,C100882,u1181,2021/06/05 09:30,inspection
V0267139,C101873,u1060,20240208T141800,delivery
V2248983,C101946,#31,03/02/2022 10:29,move-out
V8551174,C101374,469A,08/07/2021 05:35,pickup
V9734444,C100596,u1232,2023-02-18 02:41:00,payment
V6928771,C100849,u1407,2019/08/08 01:44,access
V3300151,C101262,#483,2023-08-05 21:37:00,delivery
V8326620,C101136,u1367,25-Dec-2023 03:57PM,access
V7014365,C100669,#228,2018/12/28 01:44,move-out
V0187010,C102037,U1476 - ,2018-11-27 03:25:00,delivery
V5621072,C100541,u1232,2018-10-16 14:11:00,inquiry
V6226916,C101489,U1371,27-May-2023 04:59PM,inspection
V5883347,C101598,u1015,20191208T112200,move-out
V4043017,C101958,u1232,24/07/2023 19:38,move-out
V0680816,C100298,U1233,2022/11/05 04:49,access
V7010465,C100655,#152,20200606T204800,access
V0987983,C100624,147A,20180810T142200,pickup
V1263566,C101521,Unit 436,2018-12-10 03:10:00,inquiry
V4372440,C101629,#161 (old),2018/09/29 22:47,inquiry
V5155335,C100145,344A,10-Jul-2025 03:19AM,access
V5224854,C100856,#301,23/12/2023 14:26,access
V5119830,C101633,434A,2024-03-31 13:36:00,pickup
V8152991,C101166,#296,2018-09-03 18:25:00,move-out
V1693617,C100688,#322,15/09/2023 06:04,inquiry
V5407800,C101175,#162,04/08/2019 12:28,delivery
V9074291,C100868,U1478,19/12/2021 19:54,move-out
V6354872,C101377,Unit 390,04/10/2025 15:15,access
V7206603,C100683,343A,16-Sep-2018 11:38PM,access
V2904954,C101729,u1084,20230312T144900,pickup
V5258740,C101692,139A,2022-02-02 12:50:00,access
V9351160,C100597,#72,2025/04/15 21:47,pickup
V2325484,C100173,U1487,2023-12-08 20:37:00,inspection
V2611856,C101361,U1458,2020-04-08 23:48:00,payment
V4116262,C100362,u1026,2021/05/14 08:06,delivery
V6942565,C100279,U1211,31-Dec-2023 09:46PM,pickup
V6590028,C101579,Unit 74 ,20191115T220500,delivery
V1438872,C100140,U1402,03/10/2025 14:40,payment
V4926217,C100092,#307,29/03/2018 04:27,payment
V7591820,C101267,Unit 450,22/08/2019 13:59,pickup
V5105598,C101877,45A,03/01/2021 04:56,move-out
V1272524,C102051,#431,03-Jan-2024 11:07AM,inspection
V9862625,C102197,u1024,2019/12/07 14:13,access
V7376817,C100219,u1148,06/04/2019 12:32,inspection
V9219378,C101291,u1091,2019/03/10 22:20,pickup
V1543833,C101702,u1010,05/02/2026 00:14,access
V0199799,C101995,343A,20250326T195300,access
V3159052,C102011,#300,20231027T145300,payment
V1429383,C102033,u1366,20240731T083400,pickup
V5652136,C102028,#200,2019-07-24 12:00:00,pickup
V0191255,C101064,#54,20230727T165500,access
V2983530,C101147,U1348,22-Dec-2018 05:38AM,payment
V9342882,C100329,u1047,28/03/2018 22:10,inquiry
V9420253,C100254,Unit 163,22/01/2019 23:44,move-out
V7016908,C100564,486A,27/10/2018 02:58,move-out
V0251780,C101368,#301,17-Aug-2025 01:37AM,inspection
V7952446,C100937,u1492,2021-02-23 20:42:00,inspection
V6201764,C101580,U1336,20231212T164200,inspection
V7843081,C102044,#96,2026-02-28 04:26:00,access
V1590005,C100570,206A,17-Apr-2025 11:18AM,inspection
V8481268,C100855,U1006,20210821T021000,access
V0032628,C100309,U1075,2020/09/29 07:32,move-out
V9760292,C100334,37A,20211002T081600,access
V4430014,C100472,u1495,2022-09-01 21:20:00,access
V9474317,C100616,58A,2019-03-27 00:32:00,pickup
V3665958,C101879,#66,15/10/2022 14:34,inquiry
V2825965,C100880,#419,2019/09/21 11:54,inspection
V9672061,C101379,u1027,23-Jul-2023 08:31PM,move-out
V2205849,C101976,16A,2022-12-19 14:45:00,pickup
V4715518,C100405,u1405,05-May-2020 03:22AM,inquiry
V4299846,C101617,u1209,20240823T151800,move-out
V2846928,C100487,u1210,10/05/2018 09:48,access
V8052303,C101116,#281,03/10/2019 12:19,move-out
V9603133,C100412,U1032,2021/10/25 19:16,pickup
V2737055,C101949,Unit 83,10/07/2019 01:46,inspection
V8357263,C101598,U1211,15/06/2020 22:34,access
V4571260,C102105,u1209,2024-06-02 18:49:00,inspection
V1463019,C100008,U1280,20231206T041700,inspection
V7517501,C100331,411A,02-Aug-2025 02:57AM,payment
V2952218,C101511,u1154,2022-10-17 03:51:00,payment
V6746470,C101644,189A,19-Oct-2019 02:31AM,inquiry
V6986306,C100471,288A,09/08/2022 14:30,access
V2093624,C100232,#322,2021/07/28 17:13,payment
V2682835,C100088,#375,2018/05/17 22:13,payment
V6614000,C100142,#438,20210405T064100,inspection
V7540812,C100603,#54,24-Sep-2020 01:58PM,inquiry
V1507579,C101607,358A,22/06/2019 20:43,payment
V7509551,C101693,u1119,29-Aug-2023 12:04PM,inquiry
V3288499,C100530,#387,26/03/2021 10:28,pickup
V6585036,C101589,u1247,2022-10-20 18:23:00,delivery
V5468140,C100811,#216,06-Feb-2024 03:22PM,pickup
V8346581,C101932,U1258,21-Mar-2020 06:48PM,access
V0294417,C101494,Unit 220,10/02/2020 10:32,payment
V1113077,C101987,Unit 242,2022-12-04 11:39:00,pickup
V1611169,C100773,u1167,20190908T193600,payment
V9664222,C100182,#228,18/10/2024 02:04,move-out
V3922020,C101709,#21,20190715T192100,payment
V5756104,C101085,U1183,2019/09/11 01:32,inspection
V1624900,C100132,Unit 88,27-Jan-2025 02:54PM,access
V4523382,C100049,Unit 20,26-Apr-2024 04:32PM,move-out
V4465600,C101618,#57,23/07/2021 17:35,pickup
V4485233,C101962,U1052,2019/08/04 03:02,delivery
V4599789,C101389,U1063,20200509T034000,inquiry
V6804352,C102034,309A,2018-03-09 07:18:00,inquiry
V3540107,C100554,U1052,20210218T002000,access
V7742016,C101442,Unit 273,06/04/2021 01:05,payment
V1000757,C101232,U1420,2020/03/28 01:41,move-out
V8551725,C101165,U1448,2020-06-11 14:04:00,delivery
V5192276,C100886,469A,20200708T194000,move-out
V4775963,C100339,U1264,2021/10/27 14:31,pickup
V5089244,C101854,Unit 220,2019-04-11 13:32:00,move-out
V2345419,C101637,U1348,20260315T034700,access
V0674591,C101093,U1101,30/01/2020 17:23,pickup
V3425718,C100778,358A,2018-09-23 15:52:00,payment
V3041230,C100012,406A,2024-08-14 07:54:00,move-out
V8434068,C100861,U1402,2018/05/12 06:51,move-out
V8334971,C100803,u1146,20220312T092700,pickup
V9361130,C100337,U1117,12/12/2023 17:29,inspection
V0692278,C100255,404A,04-Jul-2020 10:35PM,access
V1805667,C100807,U1075,16/11/2024 05:40,payment
V9800307,C100461,U1036,2019-09-12 05:31:00,access
V5494991,C101306,Unit 297,2021/05/20 11:48,access
V6016274,C101154,#253,20250425T072800,inspection
V6387147,C101335,Unit 347,05-Sep-2019 10:23AM,payment
V3382346,C100438,37A,20220407T075900,access
V2227081,C100263,u1078,2019-02-13 18:09:00,inspection
V9983858,C101671,#293,20251209T163500,move-out
V7668272,C100699,Unit 269,2018-11-15 13:28:00,access
V4844776,C101398,U1321,07/10/2025 11:30,move-out
V3044285,C100796,#359,2018/10/15 18:53,inspection
V0421100,C101155,Unit 106,2020/09/02 22:28,pickup
V5529244,C101382,369A,07-Mar-2023 07:54PM,inquiry
V9466204,C101835,U1364,22/12/2018 20:13,payment
V4484650,C100113,#128,08-Nov-2025 11:15PM,payment
V0587378,C100377,338A,20190813T002300,payment
V6082322,C102097,Unit 8,2024/08/26 15:11,move-out
V4687432,C100684,#164,20210302T145400,payment
V6477011,C102112,248A ,16/01/2024 18:27,delivery
V8053125,C101592,u1050,21-Apr-2024 12:26AM,delivery
V7943078,C101884,u1174,2024/11/19 05:39,move-out
V1150620,C101812,U1352,20220109T133200,delivery
V7829216,C100323,u1121,2018/10/06 09:22,move-out
V7042954,C100021,404A,21-Nov-2018 07:39AM,move-out
V5532502,C100224,u1421,2022-06-23 02:32:00,move-out
V8973837,C100266,Unit 114,15-Jan-2018 01:04PM,move-out
V8977477,C101414,U1455,2022/06/03 13:05,pickup
V5444831,C100982,#161 (old),2022/10/31 00:15,inquiry
V3148743,C101856,U1371,01-Mar-2023 04:15AM,delivery
V6921345,C101750,#387,05-Aug-2018 03:17PM,payment
V4258616,C100919,Unit 163,20250320T112600,pickup
V5493611,C100946,#200,14/06/2021 14:06,move-out
V5404353,C100754,U1458,2022/05/06 00:24,pickup
V3926050,C100415,U1183,19/02/2024 07:20,inquiry
V5292957,C100684,u1168,2021-05-23 10:14:00,payment
V8125753,C100415,u1265,13-Mar-2019 04:08PM,inspection
V1319297,C101954,u1276,20/02/2019 09:21,inquiry
V6036558,C101695,U1377,20230215T214000,move-out
V7311943,C101988,U1117,20250302T123500,inquiry
V7680970,C101027,Unit 395,25-Jul-2025 05:54AM,move-out
V7852225,C102118,98A,20241030T222900,delivery
V9244207,C100347,U1063,17/07/2020 22:25,delivery
V4071940,C102093,Unit 390,12-Feb-2022 11:18AM,inspection
V6275710,C100693,#311,11/09/2022 12:22,move-out
V3413994,C100677,U1117,20-Apr-2024 08:55AM,payment
V5706232,C101992,U1327,20190403T221400,pickup
V3674677,C100671,U1097,16/03/2018  02:46,payment
V1297395,C100327,323A,2025-11-20 06:35:00,inquiry
V6050151,C100026,#159,17-Aug-2025 05:00PM,access
V5901247,C101053,#187,28-Oct-2024 09:39PM,delivery
V1267860,C101851,u1047,2023/05/06 22:45,pickup
V2015674,C101315,#256,20200708T223200,delivery
V7630552,C100144,412A,2020820T084100,inquiry
V7377551,C100032,u1308,14-Aug-2024 03:52PM,access
V2041962,C100893,245A,20221125T183600,pickup
V4294086,C101698,u1329,2018-02-16 19:19:00,move-out
V2861510,C100114,U1397,2021/05/24 12:28,inspection
V0380216,C100722,252A,2023/05/22 13:15,inquiry
V1244412,C100062,u1400,2025/09/17 13:32,inquiry
V0208417,C101814,U1448,02-Feb-2020 10:28PM,inspection
V3656585,C101092,Unit 479,14-Mar-2018 10:02AM,access
V1951685,C101145,406A,20220227T020000,move-out
V3533456,C100777,U1180,05/11/2021 17:33,inspection
V6752706,C100957,u1329,03/05/2022 22:13,access
V6710117,C101145,u1084,07/06/2021 11:42,inspection
V7017379,C100406,U1470,08/10/2018 18:31,pickup
V8704857,C100526,#284,11/09/2020 06:29,access
V2158765,C101928,76A,2021/09/19 02:47,move-out
V5124770,C102084,Unit 390,2019-06-06 19:29:00,inquiry
V5834040,C101630,u1168,2020/01/05 18:28,pickup
V4549535,C100688,u1124,2024-02-24 05:34:00,payment
V4004829,C101131,u1156,2021/02/26 22:46,payment
V2668768,C101694,449A,02/03/2021 18:43,inquiry
V4317125,C101356,Unit 62,08-Oct-2020 06:13AM,inquiry
V4298129,C101606,#477,2024/10/05 01:59,access
V9158804,C101745,404A,20250506T012800,payment
V8709813,C100711,207A,10-May-2021 12:44PM,move-out
V2690255,C100609,58A,2022/05/23 08:21,move-out
V5465671,C100087,#140,22/11/2020 18:16,inquiry
V2175307,C101617,U1402,2023-10-05 16:53:00,inspection
V6697627,C100178,447A,2025-11-01 12:14:00,move-out
V1446448,C101883,Unit 222,20240722T125400,inspection
V1837422,C100748,207A,24-Dec-2020 06:43PM,inspection
V5072398,C100177,Unit 444,2025-04-13 01:57:00,move-out
V6510954,C100750,U1352,2019-05-07 13:03:00,inquiry
V6093590,C101587,Unit 191,20-Dec-2018 12:22PM,inquiry
V8148280,C101422,#279,2021-04-28 17:57:00,move-out
V8053669,C100048,Unit 111,20240217T063400,move-out
V8975117,C101691,#431,2021-01-20 11:16:00,delivery
V0161124,C100128,#285,2022-12-24 08:42:00,access
V4583631,C100014,U1398,2022/05/30 06:36,inspection
V6852512,C101854,Unit 313,2023-10-05 00:32:00,payment
V5764187,C101500,#227,2018-04-22 19:24:00,access
V2071752,C100006,#416,27/06/2019 22:23,delivery
V4570935,C100537,#425,2018-11-13 19:59:00,inspection
V4027077,C100874,U1478,2023-12-27 16:35:00,inquiry
V8672227,C102169,U1201,08-Oct-2020 11:48AM,move-out
V3723804,C101454,U1184 ,03-Sep-2022 09:06PM,move-out
V2423417,C102013,u1262,20210528T083400,access
V5975958,C100913,Unit 73,20181227T054000,delivery
V9800232,C100808,338A,15-Jul-2023 08:12PM,delivery
V3234942,C101147,#216,18/08/2018 07:57,inspection
V8596686,C100790,Unit 197,2021/12/17 05:41,pickup
V8147974,C101589,343A,2026-01-11 09:01:00,payment
V5101133,C100533,U1472,30-Mar-2021 10:17AM,access
V6062191,C101168,U1137,2022-04-24 12:41:00,pickup
V0290602,C100445,289A,2024-10-09 10:30:00,move-out
V4026334,C101313,#311,20-Dec-2018 05:51PM,pickup
V5043820,C101404,U1006,2022-12-08 00:01:00,delivery
V9581741,C100398,290A,2023/10/01 08:37,delivery
V3025484,C101104,U1346,2018-12-01 05:44:00,pickup
V7440565,C100739,u1130,2018-09-20 06:08:00,access
V4959709,C101935,77A,2022/09/05 04:10,payment
V5522051,C101757,Unit 345,29-Nov-2024 12:20PM,access
V1773864,C101938,Unit 345,20180525T155100,access
V6813871,C100858,#388,22/04/2019 01:19,inspection
V8323592,C101656,#489 - ,10/02/2023 23:25,inquiry
V0182215,C100219,Unit 230,02-Oct-2022 01:58PM,delivery
V3224348,C101703,u1209,2023-06-08 21:10:00,inquiry
V2866372,C100889,Unit 260,26/08/2024 23:56,delivery
V3744861,C101552,u1312,31/01/2021 15:19,access
V3215397,C100413,U1136,2019/08/28 17:39,payment
V5051364,C100180,u1010,2021/08/13 11:06,access
V3205569,C102033,u1325,20211006T143900,delivery
V8314279,C100639,Unit 460,14/12/2019 06:05,delivery
V2583026,C101239,u1010,2020/07/12 03:55,delivery
V2361922,C100427,u1225,07/08/2019 05:13,inquiry
V2622557,C100106,Unit 5,2023-12-27 15:33:00,access
V2301028,C100379,Unit 166,20180712T135300,delivery
V1988154,C100495,#296,20211104T043600,access
V9302979,C100040,213A,03/03/2019 22:53,pickup
V3665000,C100545,u1210,24/02/2025 11:10,delivery
V8422909,C101093,U1117,30-May-2023 05:47PM,access
V8714524,C100278,U1376,2021-07-22 11:42:00,move-out
V5988912,C100362,Unit 212,2024/09/20 15:58,access
V6106568,C100974,u1441,2023/12/09 02:30,move-out
V9506904,C101918,442A,2025/04/29 14:28,delivery
V2991071,C100368,452A,25/12/2024 12:14,inquiry
V8506016,C102017,u1050,2020/04/18 03:14,inquiry
V8654685,C102077,#413,2024/03/14 21:28,inspection
V1120263,C102024,U1470,30/10/2023 20:05,access
V2532393,C100404,Unit 347,2024-05-11 17:52:00,access
V0957305,C100134,382A,18/11/2021 08:52,inquiry
V7055097,C100918,#87,06-May-2019 02:31AM,access
V6088951,C100966,u1181,03-Oct-2021 12:08PM,inquiry
V4665136,C100235,Unit 362,2022-03-24 11:12:00,payment
V2206398,C101391,Unit 460,08-Jun-2021 09:54AM,inspection
V2209564,C101942,#187,20191020T134300,inquiry
V7866637,C100987,#430,2025/06/28 14:28,move-out
V2747050,C101294,#170 (old),2019/04/26 22:14,pickup
V9098710,C100756,#443,25/08/2021 19:26,inquiry
V6767764,C101551,Unit 179,20230327T075400,delivery
V6340260,C101809,Unit 491,20251004T100800,inquiry
V4496678,C100603,#314,20191007T020500,inquiry
V6025529,C100296,427A,2020-01-19 14:15:00,move-out
V5730519,C101459,449A,20230626T140000,inspection
V6675501,C102135,120A,2019/10/23 06:01,access
V9871757,C100397,#266,21-Dec-2024 05:19AM,move-out
V8097639,C101293,U1233,21/08/2024 13:49,move-out
V2666606,C101166,Unit 436,17-Feb-2024 04:41AM,move-out
V5825255,C100429,u1144,14-Sep-2018 06:05PM,inquiry
V4682220,C102082,#11,2024-03-02 00:34:00,payment
V9065470,C100392,U1349,2023-05-14 07:54:00,pickup
V6178346,C101255,#268,2018/06/17 20:15,payment
V3327317,C101551,U1208,12-Mar-2025 04:11AM,inspection
V6325886,C101306,U1238,2021/10/20 10:15,inspection
V5480321,C100994,#57,01/02/2018 04:38,pickup
V8151147,C100464,U1097,14/04/2020 19:33,inspection
V9946365,C101857,#430,20230801T225500,move-out
V1094836,C100484,U1448,04/01/2022 17:59,inquiry
V9790792,C101897,U1306,20-Oct-2023 05:50AM,pickup
V9243634,C100753,u1027,2018/07/28 09:59,inspection
V1943346,C100711,U1208,27-Sep-2020 07:56AM,access
V9560178,C101593,U1352,2019/02/27 00:54,move-out
V6839597,C100400,#90,01/08/2021 13:52,pickup
V7427430,C101157,U1052,19/05/2023 23:43,inspection
V8724391,C100027,#417,2024-05-07 18:05:00,pickup
V4085823,C101820,U1339,20240606T113700,inquiry
V8541214,C101329,464A,20190430T021700,pickup
